city-name,month,year,day-number,max-temperature,max-humidity
idjevan,august,2021,31,33,37
idjevan,august,2022,1,32,47
idjevan,august,2022,2,34,40
idjevan,august,2022,3,33,48
idjevan,august,2022,4,34,43
idjevan,august,2022,5,31,43
idjevan,august,2022,6,30,58
idjevan,august,2022,7,27,66
idjevan,august,2022,8,27,77
idjevan,august,2022,9,27,64
idjevan,august,2022,10,30,51
idjevan,august,2022,11,32,42
idjevan,august,2022,12,32,44
idjevan,august,2022,13,32,35
idjevan,august,2022,14,33,31
idjevan,august,2022,15,34,31
idjevan,august,2022,16,35,30
idjevan,august,2022,17,35,28
idjevan,august,2022,18,34,27
idjevan,august,2022,19,31,28
idjevan,august,2022,20,32,26
idjevan,august,2022,21,31,27
idjevan,august,2022,22,30,35
idjevan,august,2022,23,30,36
idjevan,august,2022,24,29,32
idjevan,august,2022,25,29,31
idjevan,august,2022,26,30,28
idjevan,august,2022,27,31,27
idjevan,august,2022,28,32,26
idjevan,august,2022,29,32,23
idjevan,august,2022,30,32,22
idjevan,august,2022,31,34,19
idjevan,august,2023,1,31,53
idjevan,august,2023,2,34,47
idjevan,august,2023,3,33,50
idjevan,august,2023,4,28,71
idjevan,august,2023,5,31,61
idjevan,august,2023,6,32,49
idjevan,august,2023,7,32,38
idjevan,august,2023,8,34,45
idjevan,august,2023,9,35,42
idjevan,august,2023,10,35,42
idjevan,august,2023,11,35,39
idjevan,august,2023,12,36,34
idjevan,august,2023,13,35,30
idjevan,august,2023,14,34,34
idjevan,august,2023,15,33,36
idjevan,august,2023,16,33,35
idjevan,august,2023,17,33,29
idjevan,august,2023,18,31,30
idjevan,august,2023,19,31,40
idjevan,august,2023,20,30,45
idjevan,august,2023,21,31,41
idjevan,august,2023,22,32,39
idjevan,august,2023,23,33,40
idjevan,august,2023,24,31,48
idjevan,august,2023,25,27,68
idjevan,august,2023,26,28,44
idjevan,august,2023,27,25,60
idjevan,august,2023,28,28,57
idjevan,august,2023,29,27,58
idjevan,august,2023,30,23,76
idjevan,august,2023,31,28,48
idjevan,august,2024,1,28,68
idjevan,august,2024,2,27,82
idjevan,august,2024,3,30,72
idjevan,august,2024,4,31,65
idjevan,august,2024,5,34,66
idjevan,august,2024,6,33,67
idjevan,august,2024,7,32,68
idjevan,august,2024,8,31,52
idjevan,august,2024,9,29,76
idjevan,august,2024,10,29,76
idjevan,august,2024,11,27,80
idjevan,august,2024,12,30,71
idjevan,august,2024,13,30,56
idjevan,august,2024,14,31,61
idjevan,august,2024,15,29,59
idjevan,august,2024,16,27,78
idjevan,august,2024,17,25,77
idjevan,august,2024,18,27,68
idjevan,august,2024,19,31,62
idjevan,august,2024,20,32,64
idjevan,august,2024,21,32,68
idjevan,august,2024,22,38,60
idjevan,august,2024,23,35,57
idjevan,august,2024,24,32,66
idjevan,august,2024,25,30,57
idjevan,august,2024,26,33,61
idjevan,august,2024,27,32,59
idjevan,august,2024,28,31,52
idjevan,august,2024,29,30,54
idjevan,august,2024,30,29,62
idjevan,august,2024,31,29,58
idjevan,august,2025,1,35,41
idjevan,august,2025,2,33,55
idjevan,august,2025,3,34,48
idjevan,august,2025,4,34,43
idjevan,august,2025,5,35,42
idjevan,august,2025,6,36,28
idjevan,august,2025,7,34,45
idjevan,august,2025,8,34,42
idjevan,august,2025,9,33,45
idjevan,august,2025,10,33,53
idjevan,august,2025,11,29,63
idjevan,august,2025,12,28,69
idjevan,august,2025,13,30,50
idjevan,august,2025,14,28,65
idjevan,august,2025,15,29,64
idjevan,august,2025,16,24,81
idjevan,august,2025,17,26,68
idjevan,august,2025,18,31,57
idjevan,august,2025,19,33,46
idjevan,august,2025,20,31,55
idjevan,august,2025,21,31,53
idjevan,august,2025,22,31,53
idjevan,august,2025,23,32,51
idjevan,august,2025,24,35,42
idjevan,august,2025,25,32,55
idjevan,august,2025,26,31,53
idjevan,august,2025,27,30,53
idjevan,august,2025,28,30,58
idjevan,august,2025,29,31,57
idjevan,august,2025,30,33,42
idjevan,august,2025,31,34,43
kapan,august,2021,1,34,40
kapan,august,2021,2,26,41
kapan,august,2021,3,27,30
kapan,august,2021,4,30,22
kapan,august,2021,5,37,18
kapan,august,2021,6,36,21
kapan,august,2021,7,38,19
kapan,august,2021,8,39,26
kapan,august,2021,9,39,26
kapan,august,2021,10,36,23
kapan,august,2021,11,36,25
kapan,august,2021,12,34,21
kapan,august,2021,13,37,22
kapan,august,2021,14,36,21
kapan,august,2021,15,29,23
kapan,august,2021,16,30,20
kapan,august,2021,17,31,22
kapan,august,2021,18,31,17
kapan,august,2021,19,32,20
kapan,august,2021,20,32,33
kapan,august,2021,21,32,19
kapan,august,2021,22,33,16
kapan,august,2021,23,37,19
kapan,august,2021,24,33,23
kapan,august,2021,25,31,42
kapan,august,2021,26,33,32
kapan,august,2021,27,33,28
kapan,august,2021,28,34,22
kapan,august,2021,29,34,20
kapan,august,2021,30,34,28
kapan,august,2021,31,34,32
kapan,august,2022,1,33,33
kapan,august,2022,2,34,28
kapan,august,2022,3,34,34
kapan,august,2022,4,34,32
kapan,august,2022,5,34,28
kapan,august,2022,6,33,35
kapan,august,2022,7,29,54
kapan,august,2022,8,31,40
kapan,august,2022,9,27,57
kapan,august,2022,10,30,32
kapan,august,2022,11,31,33
kapan,august,2022,12,31,38
kapan,august,2022,13,32,20
kapan,august,2022,14,33,20
kapan,august,2022,15,37,22
kapan,august,2022,16,35,24
kapan,august,2022,17,37,21
kapan,august,2022,18,33,20
kapan,august,2022,19,33,17
kapan,august,2022,20,33,14
kapan,august,2022,21,32,16
kapan,august,2022,22,31,24
kapan,august,2022,23,30,24
kapan,august,2022,24,30,17
kapan,august,2022,25,30,17
kapan,august,2022,26,32,20
kapan,august,2022,27,33,24
kapan,august,2022,28,33,20
kapan,august,2022,29,33,16
kapan,august,2022,30,34,15
kapan,august,2022,31,36,15
kapan,august,2023,1,35,37
kapan,august,2023,2,38,30
kapan,august,2023,3,37,31
kapan,august,2023,4,35,33
kapan,august,2023,5,36,29
kapan,august,2023,6,36,29
kapan,august,2023,7,37,26
kapan,august,2023,8,35,31
kapan,august,2023,9,37,21
kapan,august,2023,10,40,20
kapan,august,2023,11,39,18
kapan,august,2023,12,40,14
kapan,august,2023,13,39,15
kapan,august,2023,14,37,20
kapan,august,2023,15,36,15
kapan,august,2023,16,36,13
kapan,august,2023,17,37,11
kapan,august,2023,18,35,15
kapan,august,2023,19,34,23
kapan,august,2023,20,33,29
kapan,august,2023,21,35,26
kapan,august,2023,22,34,22
kapan,august,2023,23,34,32
kapan,august,2023,24,33,29
kapan,august,2023,25,30,40
kapan,august,2023,26,26,78
kapan,august,2023,27,28,41
kapan,august,2023,28,31,43
kapan,august,2023,29,30,45
kapan,august,2023,30,24,70
kapan,august,2023,31,29,45
kapan,august,2024,1,30,53
kapan,august,2024,2,28,51
kapan,august,2024,3,31,40
kapan,august,2024,4,33,35
kapan,august,2024,5,35,33
kapan,august,2024,6,34,36
kapan,august,2024,7,35,36
kapan,august,2024,8,29,55
kapan,august,2024,9,30,52
kapan,august,2024,10,31,44
kapan,august,2024,11,30,48
kapan,august,2024,12,30,40
kapan,august,2024,13,29,54
kapan,august,2024,14,32,46
kapan,august,2024,15,26,68
kapan,august,2024,16,23,72
kapan,august,2024,17,27,58
kapan,august,2024,18,27,44
kapan,august,2024,19,30,45
kapan,august,2024,20,31,48
kapan,august,2024,21,32,40
kapan,august,2024,22,35,33
kapan,august,2024,23,34,41
kapan,august,2024,24,32,41
kapan,august,2024,25,32,41
kapan,august,2024,26,32,35
kapan,august,2024,27,34,30
kapan,august,2024,28,32,26
kapan,august,2024,29,29,45
kapan,august,2024,30,28,51
kapan,august,2024,31,28,41
kapan,august,2025,1,34,31
kapan,august,2025,2,35,45
kapan,august,2025,3,36,36
kapan,august,2025,4,36,33
kapan,august,2025,5,36,29
kapan,august,2025,6,37,30
kapan,august,2025,7,37,26
kapan,august,2025,8,36,31
kapan,august,2025,9,34,32
kapan,august,2025,10,35,29
kapan,august,2025,11,30,45
kapan,august,2025,12,32,41
kapan,august,2025,13,29,50
kapan,august,2025,14,28,63
kapan,august,2025,15,28,50
kapan,august,2025,16,24,58
kapan,august,2025,17,24,61
kapan,august,2025,18,30,50
kapan,august,2025,19,33,38
kapan,august,2025,20,31,34
kapan,august,2025,21,32,42
kapan,august,2025,22,32,37
kapan,august,2025,23,33,33
kapan,august,2025,24,35,29
kapan,august,2025,25,32,41
kapan,august,2025,26,31,44
kapan,august,2025,27,29,46
kapan,august,2025,28,28,57
kapan,august,2025,29,31,40
kapan,august,2025,30,32,32
kapan,august,2025,31,34,28
martuni,august,2021,1,19,65
martuni,august,2021,2,18,70
martuni,august,2021,3,21,43
martuni,august,2021,4,22,41
martuni,august,2021,5,24,36
martuni,august,2021,6,25,28
martuni,august,2021,7,25,32
martuni,august,2021,8,24,34
martuni,august,2021,9,24,35
martuni,august,2021,10,25,25
martuni,august,2021,11,24,31
martuni,august,2021,12,24,29
martuni,august,2021,13,23,36
martuni,august,2021,14,24,31
martuni,august,2021,15,21,43
martuni,august,2021,16,21,42
martuni,august,2021,17,22,42
martuni,august,2021,18,23,35
martuni,august,2021,19,23,27
martuni,august,2021,20,23,34
martuni,august,2021,21,22,43
martuni,august,2021,22,22,34
martuni,august,2021,23,21,30
martuni,august,2021,24,21,30
martuni,august,2021,25,20,36
martuni,august,2021,26,21,31
martuni,august,2021,27,25,32
martuni,august,2021,28,23,31
martuni,august,2021,29,26,26
martuni,august,2021,30,27,21
martuni,august,2021,31,27,23
martuni,august,2022,1,24,37
martuni,august,2022,2,25,34
martuni,august,2022,3,25,34
martuni,august,2022,4,25,42
martuni,august,2022,5,25,41
martuni,august,2022,6,21,54
martuni,august,2022,7,21,50
martuni,august,2022,8,20,58
martuni,august,2022,9,19,62
martuni,august,2022,10,22,47
martuni,august,2022,11,24,42
martuni,august,2022,12,24,48
martuni,august,2022,13,23,39
martuni,august,2022,14,26,30
martuni,august,2022,15,27,24
martuni,august,2022,16,27,22
martuni,august,2022,17,25,26
martuni,august,2022,18,26,25
martuni,august,2022,19,24,23
martuni,august,2022,20,24,20
martuni,august,2022,21,23,21
martuni,august,2022,22,23,25
martuni,august,2022,23,23,32
martuni,august,2022,24,22,29
martuni,august,2022,25,23,26
martuni,august,2022,26,25,25
martuni,august,2022,27,26,21
martuni,august,2022,28,26,24
martuni,august,2022,29,26,21
martuni,august,2022,30,26,20
martuni,august,2022,31,27,18
martuni,august,2023,1,23,41
martuni,august,2023,2,26,30
martuni,august,2023,3,25,35
martuni,august,2023,4,20,54
martuni,august,2023,5,22,48
martuni,august,2023,6,24,44
martuni,august,2023,7,25,36
martuni,august,2023,8,25,40
martuni,august,2023,9,26,39
martuni,august,2023,10,27,31
martuni,august,2023,11,28,32
martuni,august,2023,12,28,31
martuni,august,2023,13,27,27
martuni,august,2023,14,26,33
martuni,august,2023,15,25,29
martuni,august,2023,16,25,27
martuni,august,2023,17,25,25
martuni,august,2023,18,25,24
martuni,august,2023,19,23,36
martuni,august,2023,20,21,49
martuni,august,2023,21,23,41
martuni,august,2023,22,23,34
martuni,august,2023,23,24,35
martuni,august,2023,24,23,34
martuni,august,2023,25,19,53
martuni,august,2023,26,18,55
martuni,august,2023,27,19,45
martuni,august,2023,28,23,40
martuni,august,2023,29,20,50
martuni,august,2023,30,17,61
martuni,august,2023,31,23,39
martuni,august,2024,1,20,81
martuni,august,2024,2,20,81
martuni,august,2024,3,20,73
martuni,august,2024,4,22,73
martuni,august,2024,5,24,81
martuni,august,2024,6,22,85
martuni,august,2024,7,21,89
martuni,august,2024,8,21,71
martuni,august,2024,9,20,85
martuni,august,2024,10,21,90
martuni,august,2024,11,19,91
martuni,august,2024,12,19,82
martuni,august,2024,13,20,75
martuni,august,2024,14,22,75
martuni,august,2024,15,19,80
martuni,august,2024,16,18,83
martuni,august,2024,17,17,74
martuni,august,2024,18,19,75
martuni,august,2024,19,23,67
martuni,august,2024,20,22,70
martuni,august,2024,21,23,69
martuni,august,2024,22,25,70
martuni,august,2024,23,24,65
martuni,august,2024,24,22,81
martuni,august,2024,25,24,81
martuni,august,2024,26,21,72
martuni,august,2024,27,21,72
martuni,august,2024,28,21,67
martuni,august,2024,29,20,63
martuni,august,2024,30,20,71
martuni,august,2024,31,20,73
martuni,august,2025,1,30,44
martuni,august,2025,2,27,74
martuni,august,2025,3,26,74
martuni,august,2025,4,26,68
martuni,august,2025,5,27,64
martuni,august,2025,6,27,59
martuni,august,2025,7,28,56
martuni,august,2025,8,24,68
martuni,august,2025,9,23,60
martuni,august,2025,10,22,66
martuni,august,2025,11,20,76
martuni,august,2025,12,20,82
martuni,august,2025,13,20,69
martuni,august,2025,14,19,76
martuni,august,2025,15,18,81
martuni,august,2025,16,19,79
martuni,august,2025,17,18,83
martuni,august,2025,18,24,59
martuni,august,2025,19,24,71
martuni,august,2025,20,23,76
martuni,august,2025,21,22,73
martuni,august,2025,22,22,72
martuni,august,2025,23,23,64
martuni,august,2025,24,25,58
martuni,august,2025,25,22,83
martuni,august,2025,26,22,81
martuni,august,2025,27,21,77
martuni,august,2025,28,21,93
martuni,august,2025,29,22,84
martuni,august,2025,30,22,66
martuni,august,2025,31,24,63
megri,august,2021,1,34,40
megri,august,2021,2,26,46
megri,august,2021,3,27,35
megri,august,2021,4,29,24
megri,august,2021,5,37,19
megri,august,2021,6,36,22
megri,august,2021,7,38,21
megri,august,2021,8,39,25
megri,august,2021,9,39,25
megri,august,2021,10,37,22
megri,august,2021,11,35,24
megri,august,2021,12,37,21
megri,august,2021,13,37,23
megri,august,2021,14,36,22
megri,august,2021,15,29,27
megri,august,2021,16,31,22
megri,august,2021,17,31,23
megri,august,2021,18,31,19
megri,august,2021,19,33,19
megri,august,2021,20,32,29
megri,august,2021,21,32,21
megri,august,2021,22,33,18
megri,august,2021,23,37,20
megri,august,2021,24,34,22
megri,august,2021,25,32,35
megri,august,2021,26,34,29
megri,august,2021,27,34,27
megri,august,2021,28,35,21
megri,august,2021,29,34,19
megri,august,2021,30,35,22
megri,august,2021,31,35,26
megri,august,2022,1,34,31
megri,august,2022,2,35,26
megri,august,2022,3,36,30
megri,august,2022,4,35,32
megri,august,2022,5,35,28
megri,august,2022,6,34,33
megri,august,2022,7,31,46
megri,august,2022,8,32,39
megri,august,2022,9,29,52
megri,august,2022,10,31,34
megri,august,2022,11,33,33
megri,august,2022,12,32,38
megri,august,2022,13,32,22
megri,august,2022,14,35,20
megri,august,2022,15,39,20
megri,august,2022,16,36,22
megri,august,2022,17,35,21
megri,august,2022,18,34,20
megri,august,2022,19,34,17
megri,august,2022,20,33,14
megri,august,2022,21,32,15
megri,august,2022,22,32,23
megri,august,2022,23,31,24
megri,august,2022,24,31,17
megri,august,2022,25,31,17
megri,august,2022,26,33,19
megri,august,2022,27,34,21
megri,august,2022,28,34,19
megri,august,2022,29,34,15
megri,august,2022,30,35,15
megri,august,2022,31,36,14
megri,august,2023,1,36,33
megri,august,2023,2,39,25
megri,august,2023,3,38,27
megri,august,2023,4,35,33
megri,august,2023,5,36,29
megri,august,2023,6,37,28
megri,august,2023,7,37,25
megri,august,2023,8,35,29
megri,august,2023,9,37,20
megri,august,2023,10,40,19
megri,august,2023,11,40,17
megri,august,2023,12,40,12
megri,august,2023,13,39,14
megri,august,2023,14,37,18
megri,august,2023,15,37,14
megri,august,2023,16,36,12
megri,august,2023,17,37,11
megri,august,2023,18,37,13
megri,august,2023,19,35,24
megri,august,2023,20,33,31
megri,august,2023,21,36,27
megri,august,2023,22,35,21
megri,august,2023,23,35,31
megri,august,2023,24,34,27
megri,august,2023,25,32,37
megri,august,2023,26,27,64
megri,august,2023,27,29,39
megri,august,2023,28,33,38
megri,august,2023,29,31,35
megri,august,2023,30,26,61
megri,august,2023,31,30,40
megri,august,2024,1,27,71
megri,august,2024,2,28,72
megri,august,2024,3,31,58
megri,august,2024,4,34,46
megri,august,2024,5,35,37
megri,august,2024,6,35,39
megri,august,2024,7,34,42
megri,august,2024,8,28,65
megri,august,2024,9,30,55
megri,august,2024,10,28,63
megri,august,2024,11,31,48
megri,august,2024,12,28,39
megri,august,2024,13,28,53
megri,august,2024,14,30,49
megri,august,2024,15,21,86
megri,august,2024,16,16,91
megri,august,2024,17,22,59
megri,august,2024,18,25,48
megri,august,2024,19,28,62
megri,august,2024,20,28,100
megri,august,2024,21,30,51
megri,august,2024,22,36,56
megri,august,2024,23,30,86
megri,august,2024,24,29,100
megri,august,2024,25,31,100
megri,august,2024,26,29,79
megri,august,2024,27,34,36
megri,august,2024,28,33,23
megri,august,2024,29,29,37
megri,august,2024,30,27,53
megri,august,2024,31,26,40
megri,august,2025,1,33,25
megri,august,2025,2,29,59
megri,august,2025,3,31,52
megri,august,2025,4,33,35
megri,august,2025,5,34,29
megri,august,2025,6,36,32
megri,august,2025,7,37,32
megri,august,2025,8,28,63
megri,august,2025,9,32,27
megri,august,2025,10,33,31
megri,august,2025,11,27,83
megri,august,2025,12,25,64
megri,august,2025,13,26,63
megri,august,2025,14,23,97
megri,august,2025,15,24,53
megri,august,2025,16,22,54
megri,august,2025,17,17,72
megri,august,2025,18,22,100
megri,august,2025,19,27,81
megri,august,2025,20,24,31
megri,august,2025,21,34,71
megri,august,2025,22,24,44
megri,august,2025,23,28,43
megri,august,2025,24,29,54
megri,august,2025,25,29,71
megri,august,2025,26,27,100
megri,august,2025,27,25,45
megri,august,2025,28,29,88
megri,august,2025,29,31,53
megri,august,2025,30,28,41
megri,august,2025,31,31,32
sevan,august,2021,1,21,60
sevan,august,2021,2,20,59
sevan,august,2021,3,23,36
sevan,august,2021,4,25,33
sevan,august,2021,5,26,33
sevan,august,2021,6,26,26
sevan,august,2021,7,27,31
sevan,august,2021,8,27,33
sevan,august,2021,9,27,36
sevan,august,2021,10,28,29
sevan,august,2021,11,26,34
sevan,august,2021,12,25,31
sevan,august,2021,13,25,35
sevan,august,2021,14,25,36
sevan,august,2021,15,22,45
sevan,august,2021,16,22,48
sevan,august,2021,17,23,41
sevan,august,2021,18,24,32
sevan,august,2021,19,25,30
sevan,august,2021,20,24,41
sevan,august,2021,21,25,37
sevan,august,2021,22,24,36
sevan,august,2021,23,23,32
sevan,august,2021,24,23,35
sevan,august,2021,25,23,45
sevan,august,2021,26,24,36
sevan,august,2021,27,26,36
sevan,august,2021,28,24,37
sevan,august,2021,29,27,33
sevan,august,2021,30,28,26
sevan,august,2021,31,28,31
sevan,august,2022,1,24,50
sevan,august,2022,2,26,42
sevan,august,2022,3,26,48
sevan,august,2022,4,26,46
sevan,august,2022,5,25,46
sevan,august,2022,6,21,65
sevan,august,2022,7,20,65
sevan,august,2022,8,20,67
sevan,august,2022,9,19,73
sevan,august,2022,10,23,53
sevan,august,2022,11,23,48
sevan,august,2022,12,23,54
sevan,august,2022,13,24,46
sevan,august,2022,14,26,35
sevan,august,2022,15,27,32
sevan,august,2022,16,27,33
sevan,august,2022,17,24,34
sevan,august,2022,18,26,32
sevan,august,2022,19,27,25
sevan,august,2022,20,25,24
sevan,august,2022,21,24,26
sevan,august,2022,22,24,29
sevan,august,2022,23,23,36
sevan,august,2022,24,23,31
sevan,august,2022,25,24,29
sevan,august,2022,26,26,29
sevan,august,2022,27,27,24
sevan,august,2022,28,27,27
sevan,august,2022,29,27,25
sevan,august,2022,30,28,23
sevan,august,2022,31,29,16
sevan,august,2023,1,25,52
sevan,august,2023,2,27,39
sevan,august,2023,3,25,49
sevan,august,2023,4,21,65
sevan,august,2023,5,23,53
sevan,august,2023,6,25,48
sevan,august,2023,7,27,35
sevan,august,2023,8,26,43
sevan,august,2023,9,26,42
sevan,august,2023,10,28,39
sevan,august,2023,11,28,38
sevan,august,2023,12,29,34
sevan,august,2023,13,27,27
sevan,august,2023,14,26,35
sevan,august,2023,15,26,33
sevan,august,2023,16,25,30
sevan,august,2023,17,26,31
sevan,august,2023,18,24,31
sevan,august,2023,19,23,40
sevan,august,2023,20,22,48
sevan,august,2023,21,24,45
sevan,august,2023,22,26,39
sevan,august,2023,23,25,39
sevan,august,2023,24,25,42
sevan,august,2023,25,19,65
sevan,august,2023,26,20,45
sevan,august,2023,27,20,53
sevan,august,2023,28,25,40
sevan,august,2023,29,21,54
sevan,august,2023,30,18,64
sevan,august,2023,31,24,37
sevan,august,2024,1,18,80
sevan,august,2024,2,18,87
sevan,august,2024,3,20,78
sevan,august,2024,4,21,73
sevan,august,2024,5,23,76
sevan,august,2024,6,22,76
sevan,august,2024,7,22,79
sevan,august,2024,8,20,70
sevan,august,2024,9,19,84
sevan,august,2024,10,20,84
sevan,august,2024,11,18,90
sevan,august,2024,12,20,82
sevan,august,2024,13,20,73
sevan,august,2024,14,23,61
sevan,august,2024,15,19,71
sevan,august,2024,16,17,85
sevan,august,2024,17,16,76
sevan,august,2024,18,19,76
sevan,august,2024,19,23,62
sevan,august,2024,20,22,67
sevan,august,2024,21,23,64
sevan,august,2024,22,25,62
sevan,august,2024,23,25,55
sevan,august,2024,24,22,70
sevan,august,2024,25,23,64
sevan,august,2024,26,22,67
sevan,august,2024,27,22,64
sevan,august,2024,28,21,61
sevan,august,2024,29,20,61
sevan,august,2024,30,20,66
sevan,august,2024,31,19,68
sevan,august,2025,1,27,51
sevan,august,2025,2,24,69
sevan,august,2025,3,24,63
sevan,august,2025,4,25,57
sevan,august,2025,5,25,53
sevan,august,2025,6,25,52
sevan,august,2025,7,24,55
sevan,august,2025,8,24,55
sevan,august,2025,9,23,56
sevan,august,2025,10,22,64
sevan,august,2025,11,19,73
sevan,august,2025,12,19,80
sevan,august,2025,13,20,61
sevan,august,2025,14,19,69
sevan,august,2025,15,18,74
sevan,august,2025,16,15,89
sevan,august,2025,17,17,79
sevan,august,2025,18,24,50
sevan,august,2025,19,24,54
sevan,august,2025,20,22,68
sevan,august,2025,21,21,67
sevan,august,2025,22,20,63
sevan,august,2025,23,23,56
sevan,august,2025,24,26,44
sevan,august,2025,25,22,66
sevan,august,2025,26,21,66
sevan,august,2025,27,20,66
sevan,august,2025,28,22,70
sevan,august,2025,29,22,69
sevan,august,2025,30,23,49
sevan,august,2025,31,24,53
spitak,august,2021,1,28,65
spitak,august,2021,2,26,62
spitak,august,2021,3,30,37
spitak,august,2021,4,32,34
spitak,august,2021,5,33,34
spitak,august,2021,6,33,31
spitak,august,2021,7,33,37
spitak,august,2021,8,36,31
spitak,august,2021,9,29,38
spitak,august,2021,10,33,37
spitak,august,2021,11,31,43
spitak,august,2021,12,31,38
spitak,august,2021,13,27,37
spitak,august,2021,14,26,43
spitak,august,2021,15,23,57
spitak,august,2021,16,24,48
spitak,august,2021,17,30,46
spitak,august,2021,18,26,34
spitak,august,2021,19,29,36
spitak,august,2021,20,29,42
spitak,august,2021,21,29,41
spitak,august,2021,22,30,36
spitak,august,2021,23,30,38
spitak,august,2021,24,29,42
spitak,august,2021,25,29,47
spitak,august,2021,26,28,40
spitak,august,2021,27,31,37
spitak,august,2021,28,32,37
spitak,august,2021,29,32,36
spitak,august,2021,30,33,31
spitak,august,2021,31,29,35
spitak,august,2022,1,27,48
spitak,august,2022,2,27,42
spitak,august,2022,3,26,47
spitak,august,2022,4,26,45
spitak,august,2022,5,27,49
spitak,august,2022,6,21,63
spitak,august,2022,7,18,73
spitak,august,2022,8,20,71
spitak,august,2022,9,20,71
spitak,august,2022,10,21,65
spitak,august,2022,11,23,52
spitak,august,2022,12,25,52
spitak,august,2022,13,25,46
spitak,august,2022,14,24,38
spitak,august,2022,15,29,36
spitak,august,2022,16,29,34
spitak,august,2022,17,28,36
spitak,august,2022,18,27,34
spitak,august,2022,19,27,31
spitak,august,2022,20,25,31
spitak,august,2022,21,25,32
spitak,august,2022,22,26,36
spitak,august,2022,23,25,40
spitak,august,2022,24,25,37
spitak,august,2022,25,26,30
spitak,august,2022,26,26,28
spitak,august,2022,27,27,25
spitak,august,2022,28,27,26
spitak,august,2022,29,27,25
spitak,august,2022,30,29,25
spitak,august,2022,31,31,21
spitak,august,2023,1,27,50
spitak,august,2023,2,29,42
spitak,august,2023,3,27,46
spitak,august,2023,4,23,68
spitak,august,2023,5,24,66
spitak,august,2023,6,26,53
spitak,august,2023,7,27,39
spitak,august,2023,8,26,48
spitak,august,2023,9,27,46
spitak,august,2023,10,30,42
spitak,august,2023,11,30,41
spitak,august,2023,12,30,39
spitak,august,2023,13,29,35
spitak,august,2023,14,29,36
spitak,august,2023,15,28,38
spitak,august,2023,16,27,39
spitak,august,2023,17,28,31
spitak,august,2023,18,27,32
spitak,august,2023,19,26,42
spitak,august,2023,20,25,49
spitak,august,2023,21,26,45
spitak,august,2023,22,27,41
spitak,august,2023,23,27,41
spitak,august,2023,24,26,44
spitak,august,2023,25,22,64
spitak,august,2023,26,22,46
spitak,august,2023,27,19,57
spitak,august,2023,28,26,45
spitak,august,2023,29,20,60
spitak,august,2023,30,19,64
spitak,august,2023,31,27,44
spitak,august,2024,1,22,77
spitak,august,2024,2,22,81
spitak,august,2024,3,23,74
spitak,august,2024,4,26,68
spitak,august,2024,5,27,69
spitak,august,2024,6,26,71
spitak,august,2024,7,25,76
spitak,august,2024,8,25,63
spitak,august,2024,9,25,72
spitak,august,2024,10,24,77
spitak,august,2024,11,22,83
spitak,august,2024,12,23,75
spitak,august,2024,13,24,65
spitak,august,2024,14,27,56
spitak,august,2024,15,24,61
spitak,august,2024,16,23,67
spitak,august,2024,17,21,66
spitak,august,2024,18,23,71
spitak,august,2024,19,28,52
spitak,august,2024,20,27,61
spitak,august,2024,21,27,57
spitak,august,2024,22,29,52
spitak,august,2024,23,29,47
spitak,august,2024,24,26,64
spitak,august,2024,25,25,62
spitak,august,2024,26,25,60
spitak,august,2024,27,26,59
spitak,august,2024,28,24,64
spitak,august,2024,29,24,60
spitak,august,2024,30,24,65
spitak,august,2024,31,23,69
spitak,august,2025,1,30,46
spitak,august,2025,2,28,67
spitak,august,2025,3,28,58
spitak,august,2025,4,29,59
spitak,august,2025,5,29,54
spitak,august,2025,6,29,54
spitak,august,2025,7,29,55
spitak,august,2025,8,27,52
spitak,august,2025,9,26,58
spitak,august,2025,10,27,59
spitak,august,2025,11,24,69
spitak,august,2025,12,23,78
spitak,august,2025,13,25,51
spitak,august,2025,14,25,55
spitak,august,2025,15,24,57
spitak,august,2025,16,20,77
spitak,august,2025,17,21,72
spitak,august,2025,18,28,42
spitak,august,2025,19,28,46
spitak,august,2025,20,26,63
spitak,august,2025,21,26,60
spitak,august,2025,22,25,60
spitak,august,2025,23,28,47
spitak,august,2025,24,30,40
spitak,august,2025,25,26,59
spitak,august,2025,26,25,61
spitak,august,2025,27,24,66
spitak,august,2025,28,26,62
spitak,august,2025,29,27,59
spitak,august,2025,30,28,44
spitak,august,2025,31,29,43
stepanovan,august,2021,1,24,66
stepanovan,august,2021,2,23,63
stepanovan,august,2021,3,27,34
stepanovan,august,2021,4,28,34
stepanovan,august,2021,5,30,32
stepanovan,august,2021,6,30,30
stepanovan,august,2021,7,29,40
stepanovan,august,2021,8,32,32
stepanovan,august,2021,9,29,38
stepanovan,august,2021,10,28,39
stepanovan,august,2021,11,26,46
stepanovan,august,2021,12,28,42
stepanovan,august,2021,13,29,40
stepanovan,august,2021,14,27,44
stepanovan,august,2021,15,24,64
stepanovan,august,2021,16,25,50
stepanovan,august,2021,17,25,49
stepanovan,august,2021,18,27,33
stepanovan,august,2021,19,27,38
stepanovan,august,2021,20,23,46
stepanovan,august,2021,21,24,41
stepanovan,august,2021,22,25,36
stepanovan,august,2021,23,24,40
stepanovan,august,2021,24,23,45
stepanovan,august,2021,25,26,55
stepanovan,august,2021,26,26,46
stepanovan,august,2021,27,27,42
stepanovan,august,2021,28,26,42
stepanovan,august,2021,29,29,40
